long,lat,CATEGORY
6631280.000,1960856.999,DUI
6630683.999,1962493.875,DUI
6636147.501,1959363.875,DUI
6636520.218,1958969.792,DUI
6639502.266,1963432.873,DUI
6634778.001,1961033.124,DUI
6633032.001,1966145.750,DUI
6637244.946,1958619.751,DUI
6643752.501,1961376.499,DUI
6629170.999,1966480.626,DUI
6633112.501,1962474.875,DUI
6636182.197,1960548.516,DUI
6640641.011,1965579.837,DUI
6637563.000,1962302.751,DUI
6634778.001,1961033.124,DUI
6641734.852,1962832.528,DUI
6634696.892,1960036.869,DUI
6625301.501,1961071.625,DUI
6629648.000,1961637.500,DUI
6636513.999,1960442.501,DUI
6634642.001,1966138.626,DUI
6635717.501,1961243.500,DUI
6635905.500,1962835.875,DUI
6637563.000,1962302.751,DUI
6638389.356,1962972.524,DUI
6647584.000,1960929.374,DUI
6636226.956,1960529.777,DUI
6635095.000,1961100.000,DUI
6648329.051,1965413.909,DUI
6638949.823,1968557.112,DUI
6639422.500,1964406.877,DUI
6630658.999,1960853.750,DUI
6635830.501,1959294.374,DUI
6629064.498,1962480.501,DUI
6637909.000,1960364.875,DUI
6641734.852,1962832.528,DUI
6636322.897,1960091.408,DUI
6642981.000,1961859.126,DUI
6638703.215,1958600.223,DUI
6637558.909,1961807.479,DUI
6634149.000,1960846.626,DUI
6632012.500,1960845.250,DUI
6637609.001,1961671.626,DUI
6635722.499,1959764.751,DUI
6638476.068,1958906.716,DUI
6636182.197,1960548.516,DUI
6640457.001,1958608.874,DUI
6639964.660,1961164.653,DUI
6634841.500,1959312.001,DUI
6648329.051,1965413.909,DUI
6622554.501,1964568.251,DUI
6636483.283,1958835.487,DUI
6649113.499,1965483.626,DUI
6636302.610,1958697.932,DUI
6637508.500,1963241.498,DUI
6636438.001,1958879.626,DUI
6633804.499,1960838.749,DUI
6636438.001,1958879.626,DUI
6635921.000,1960297.876,DUI
6635059.499,1964752.624,DUI
6649113.499,1965483.626,DUI
6637609.001,1961671.626,DUI
6637609.001,1961671.626,DUI
6636411.998,1966090.127,DUI
6630969.001,1960853.750,DUI
6626698.999,1966182.876,DUI
6632012.500,1960845.250,DUI
6649091.214,1964712.130,DUI
6634242.499,1962226.750,DUI
6634642.001,1966138.626,DUI
6634592.869,1960507.166,DUI
6638479.256,1958682.134,DUI
6644730.500,1967404.250,DUI
6640931.001,1959098.125,DUI
6628011.713,1960895.803,DUI
6637509.621,1960770.183,DUI
6634642.001,1966138.626,DUI
6639644.999,1963461.376,DUI
6639713.500,1958547.001,DUI
6628013.999,1967606.500,DUI
6637159.498,1959513.126,DUI
6622789.589,1966038.684,DUI
6636998.501,1961530.749,DUI
6636576.766,1958967.854,DUI
6628622.107,1966188.884,DUI
6628896.500,1964569.626,DUI
6630683.999,1962493.875,DUI
6627284.000,1960912.626,DUI
6640477.669,1961983.297,DUI
6635427.000,1962729.751,DUI
6637822.501,1960731.376,DUI
6629788.449,1961383.286,DUI
6633811.000,1962470.126,DUI
6630123.926,1960892.763,DUI
6636483.283,1958835.487,DUI
6643647.000,1960859.251,DUI
6648232.318,1963846.039,DUI
6636356.764,1958832.248,DUI
6637408.000,1961135.375,DUI
6635518.500,1959225.126,DUI
6633471.500,1960847.751,DUI
6630658.999,1960853.750,DUI
6630694.500,1963051.250,DUI
6639713.500,1958547.001,DUI
6649034.001,1958117.126,DUI
6636438.001,1958879.626,DUI
6636998.501,1961530.749,DUI
6628902.502,1964497.751,DUI
6630658.999,1960853.750,DUI
6639223.985,1958559.847,DUI
6628011.713,1960895.803,DUI
6640931.001,1959098.125,DUI
6626674.893,1966068.885,Grand Theft
6622789.589,1966038.684,Grand Theft
6625674.200,1964742.134,Grand Theft
6625488.598,1962402.749,Grand Theft
6624349.641,1965402.999,Grand Theft
6627800.140,1964259.955,Grand Theft
6625570.094,1965642.155,Grand Theft
6623458.898,1964050.285,Grand Theft
6628431.529,1961515.369,Grand Theft
6628591.833,1963442.560,Grand Theft
6627507.644,1962708.499,Grand Theft
6641316.556,1963520.387,Grand Theft
6629774.068,1961011.197,Grand Theft
6629877.247,1960901.522,Grand Theft
6627455.244,1965047.258,Grand Theft
6642928.492,1962573.155,Grand Theft
6646658.563,1961572.187,Grand Theft
6620833.374,1961702.154,Grand Theft
6628630.086,1967326.420,Grand Theft
6636356.764,1958832.248,Grand Theft
6639258.123,1962954.960,Grand Theft
6621309.697,1962613.439,Grand Theft
6643733.158,1959189.557,Grand Theft
6626674.893,1966068.885,Grand Theft
6639879.639,1958523.150,Grand Theft
6634939.926,1961720.723,Grand Theft
6633361.999,1960827.017,Grand Theft
6635891.526,1964426.223,Grand Theft
6636356.764,1958832.248,Grand Theft
6640431.074,1969579.290,Grand Theft
6633871.051,1968264.267,Grand Theft
6639432.668,1968364.247,Grand Theft
6633154.247,1967947.986,Grand Theft
6635198.507,1964159.425,Grand Theft
6633372.109,1960867.085,Grand Theft
6622068.605,1964644.299,Grand Theft
6635364.655,1959796.635,Grand Theft
6628724.000,1966957.710,Grand Theft
6629319.506,1964737.912,Grand Theft
6627130.224,1964401.283,Grand Theft
6633776.516,1971237.445,Grand Theft
6641685.310,1961843.799,Grand Theft
6639768.701,1957895.447,Grand Theft
6625159.544,1965711.695,Grand Theft
6622789.589,1966038.684,Grand Theft
6630247.333,1969039.477,Grand Theft
6625570.094,1965642.155,Grand Theft
6622786.207,1961715.072,Grand Theft
6634499.999,1968160.376,Grand Theft
6621932.925,1961081.332,Grand Theft
6631542.540,1962512.103,Grand Theft
6645560.368,1961365.240,Grand Theft
6636236.501,1960376.874,Grand Theft
6645554.500,1961387.626,Grand Theft
6633726.062,1964424.517,Grand Theft
6634974.135,1961750.907,Grand Theft
6629789.704,1966643.357,Grand Theft
6649382.776,1962667.180,Grand Theft
6635693.995,1959801.121,Grand Theft
6627478.653,1966495.479,Grand Theft
6640558.421,1958723.413,Grand Theft
6634656.665,1966256.921,Grand Theft
6638960.576,1965299.146,Grand Theft
6639223.985,1958559.847,Grand Theft
6628630.086,1967326.420,Grand Theft
6632796.386,1964362.036,Grand Theft
6636415.125,1959893.643,Grand Theft
6636855.371,1964872.787,Grand Theft
6635454.168,1964535.791,Grand Theft
6635863.507,1962921.008,Grand Theft
6637507.511,1962210.111,Grand Theft
6648232.318,1963846.039,Grand Theft
6645955.159,1963353.343,Grand Theft
6629738.581,1968419.977,Grand Theft
6648329.051,1965413.909,Grand Theft
6639223.985,1958559.847,Grand Theft
6634691.076,1960041.443,Grand Theft
6634403.072,1967684.122,Grand Theft
6639687.784,1963146.861,Grand Theft
6634617.018,1966318.515,Grand Theft
6635212.846,1959629.104,Grand Theft
6641442.448,1962798.475,Grand Theft
6627700.788,1961995.742,Grand Theft
6630983.003,1963677.701,Grand Theft
6635565.424,1959256.028,Grand Theft
6636014.799,1965799.544,Grand Theft
6641909.930,1963436.881,Grand Theft
6639768.701,1957895.447,Grand Theft
6636019.021,1959966.807,Grand Theft
6631013.537,1967975.704,Grand Theft
6636144.627,1959876.419,Grand Theft
6622789.589,1966038.684,Grand Theft
6627572.789,1966531.648,Grand Theft
6648232.318,1963846.039,Grand Theft
6633458.266,1962510.218,Grand Theft
6648232.318,1963846.039,Grand Theft
6634401.839,1959480.509,Grand Theft
6647498.957,1958909.107,Grand Theft
6635722.499,1959764.751,Grand Theft
6630924.945,1966636.650,Grand Theft
6649103.496,1961807.064,Grand Theft
6628634.195,1968120.561,Grand Theft
6622786.207,1961715.072,Grand Theft
6631299.067,1961995.339,Grand Theft
6634617.018,1966318.515,Grand Theft
6631180.493,1964483.388,Grand Theft
6634124.868,1967599.233,Grand Theft
6634994.501,1961569.248,Grand Theft
6633541.261,1966703.882,Grand Theft
6633417.194,1966581.219,Grand Theft
6630165.999,1965811.745,Grand Theft
6629918.360,1960900.062,Grand Theft
6639505.854,1966094.139,Grand Theft
6637269.550,1960217.396,Grand Theft
6636383.309,1963826.772,Grand Theft
6639341.983,1969620.578,Grand Theft
6652124.397,1962436.639,Grand Theft
6640703.388,1969035.860,Grand Theft
6635364.550,1963334.165,Grand Theft
6634123.617,1963184.770,Grand Theft
6629186.020,1964509.975,Grand Theft
6623430.160,1962311.713,Grand Theft
6622421.337,1961680.139,Grand Theft
6622422.614,1961722.862,Grand Theft
6622467.247,1965085.227,Grand Theft
6624611.982,1965821.391,Grand Theft
6627304.129,1960980.719,Grand Theft
6634803.435,1963385.150,Grand Theft
6634929.837,1963060.406,Grand Theft
6625551.543,1962441.129,Grand Theft
6634945.721,1963063.938,Grand Theft
6626674.893,1966068.885,Grand Theft
6629789.704,1966643.357,Grand Theft
6622786.207,1961715.072,Grand Theft
6623354.807,1963370.866,Grand Theft
6631228.531,1965129.905,Grand Theft
6635313.171,1960242.815,Grand Theft
6635175.550,1962215.726,Grand Theft
6639156.008,1963809.973,Grand Theft
6630752.611,1967023.886,Grand Theft
6623977.510,1963313.015,Grand Theft
6649354.048,1962593.912,Grand Theft
6641442.448,1962798.475,Grand Theft
6635311.501,1960160.500,Hate Crimes
6639502.266,1963432.873,Hate Crimes
6624365.299,1963899.858,Hate Crimes
6626718.234,1966161.211,Hate Crimes
6627592.804,1961616.349,Hate Crimes
6633947.882,1964018.506,Hate Crimes
6635603.538,1960383.202,Drugs or Narcotics
6627387.679,1966502.854,Drugs or Narcotics
6630658.999,1960853.750,Drugs or Narcotics
6649091.214,1964712.130,Drugs or Narcotics
6649041.238,1962367.832,Drugs or Narcotics
6629118.000,1965550.751,Drugs or Narcotics
6632796.386,1964362.036,Drugs or Narcotics
6637792.876,1963338.169,Drugs or Narcotics
6649329.399,1962625.415,Drugs or Narcotics
6632796.386,1964362.036,Drugs or Narcotics
6630617.283,1960875.244,Drugs or Narcotics
6638668.936,1964404.337,Drugs or Narcotics
6636411.998,1966090.127,Drugs or Narcotics
6638641.314,1964706.057,Drugs or Narcotics
6630683.999,1962493.875,Drugs or Narcotics
6649382.776,1962667.180,Drugs or Narcotics
6637792.876,1963338.169,Drugs or Narcotics
6637792.876,1963338.169,Drugs or Narcotics
6632231.130,1969158.365,Drugs or Narcotics
6641734.852,1962832.528,Drugs or Narcotics
6637448.653,1959733.673,Drugs or Narcotics
6649382.776,1962667.180,Drugs or Narcotics
6639432.668,1968364.247,Drugs or Narcotics
6649091.214,1964712.130,Drugs or Narcotics
6649058.499,1962433.999,Drugs or Narcotics
6636141.000,1960844.501,Drugs or Narcotics
6653811.292,1963095.574,Drugs or Narcotics
6638098.036,1960245.838,Drugs or Narcotics
6649133.424,1965458.262,Drugs or Narcotics
6638389.356,1962972.524,Drugs or Narcotics
6648329.051,1965413.909,Drugs or Narcotics
6636981.999,1963026.626,Drugs or Narcotics
6633728.599,1964425.258,Drugs or Narcotics
6641902.074,1963439.701,Drugs or Narcotics
6634475.063,1958989.978,Drugs or Narcotics
6638480.850,1958569.843,Drugs or Narcotics
6636112.133,1960881.137,Drugs or Narcotics
6638919.834,1963445.356,Drugs or Narcotics
6649111.001,1964640.126,Drugs or Narcotics
6636855.371,1964872.787,Drugs or Narcotics
6628310.268,1965152.687,Drugs or Narcotics
6648312.630,1965450.383,Drugs or Narcotics
6635722.499,1959764.751,Drugs or Narcotics
6636154.123,1963472.825,Drugs or Narcotics
6638480.850,1958569.843,Drugs or Narcotics
6626710.960,1966629.847,Drugs or Narcotics
6631203.499,1968237.750,Drugs or Narcotics
6637705.630,1966421.893,Drugs or Narcotics
6649382.776,1962667.180,Drugs or Narcotics
6635910.366,1961968.560,Drugs or Narcotics
6635830.501,1959294.374,Drugs or Narcotics
6637467.204,1964156.421,Drugs or Narcotics
6649058.499,1962433.999,Drugs or Narcotics
6636545.875,1960428.820,Drugs or Narcotics
6639647.415,1959764.918,Drugs or Narcotics
6638480.850,1958569.843,Drugs or Narcotics
6632796.386,1964362.036,Drugs or Narcotics
6630658.999,1960853.750,Drugs or Narcotics
6638480.850,1958569.843,Drugs or Narcotics
6649041.238,1962367.832,Drugs or Narcotics
6644239.588,1964297.232,Drugs or Narcotics
6637609.001,1961671.626,Drugs or Narcotics
6649111.001,1964640.126,Drugs or Narcotics
6630733.501,1966159.251,Drugs or Narcotics
6649354.048,1962593.912,Drugs or Narcotics
6627926.732,1966207.123,Drugs or Narcotics
6627387.679,1966502.854,Drugs or Narcotics
6635322.316,1960183.407,Drugs or Narcotics
6649091.214,1964712.130,Drugs or Narcotics
6633145.501,1968017.249,Drugs or Narcotics
6648312.630,1965450.383,Drugs or Narcotics
6639378.745,1968400.929,Drugs or Narcotics
6637763.268,1963599.487,Drugs or Narcotics
6637326.462,1958602.081,Drugs or Narcotics
6637563.000,1962302.751,Drugs or Narcotics
6636576.766,1958967.854,Drugs or Narcotics
6640521.000,1966922.876,Drugs or Narcotics
6639885.752,1961800.277,Drugs or Narcotics
6634200.999,1962466.123,Drugs or Narcotics
6630935.417,1960873.750,Drugs or Narcotics
6649043.195,1962320.861,Drugs or Narcotics
6632796.386,1964362.036,Drugs or Narcotics
6632796.386,1964362.036,Drugs or Narcotics
6647756.125,1967717.066,Drugs or Narcotics
6631400.159,1967044.141,Drugs or Narcotics
6636141.000,1960844.501,Drugs or Narcotics
6634617.871,1965998.027,Drugs or Narcotics
6633728.599,1964425.258,Drugs or Narcotics
6638098.036,1960245.838,Drugs or Narcotics
6628522.056,1966189.708,Drugs or Narcotics
6638501.001,1958559.376,Drugs or Narcotics
6635405.000,1959697.998,Drugs or Narcotics
6636415.125,1959893.643,Drugs or Narcotics
6628622.107,1966188.884,Drugs or Narcotics
6636333.496,1960045.476,Drugs or Narcotics
6649041.238,1962367.832,Drugs or Narcotics
6649382.776,1962667.180,Drugs or Narcotics
6649382.776,1962667.180,Drugs or Narcotics
6649092.457,1965131.896,Drugs or Narcotics
6638368.001,1962564.624,Drugs or Narcotics
6624365.299,1963899.858,Drugs or Narcotics
6640856.410,1960418.140,Drugs or Narcotics
6629561.990,1961611.951,Drugs or Narcotics
6649356.087,1962646.298,Drugs or Narcotics
6639223.985,1958559.847,Drugs or Narcotics
6636892.564,1960613.138,Drugs or Narcotics
6636305.119,1959990.549,Drugs or Narcotics
6649049.920,1963181.546,Drugs or Narcotics
6649382.776,1962667.180,Drugs or Narcotics
6635830.501,1959294.374,Drugs or Narcotics
6622789.589,1966038.684,Drugs or Narcotics
6638480.850,1958569.843,Drugs or Narcotics
6622789.589,1966038.684,Drugs or Narcotics
6634894.498,1959080.251,Drugs or Narcotics
6634749.500,1962576.373,Drugs or Narcotics
6637705.630,1966421.893,Drugs or Narcotics
6649079.247,1962416.468,Drugs or Narcotics
6649043.195,1962320.861,Drugs or Narcotics
6635491.730,1959695.796,Drugs or Narcotics
6632796.386,1964362.036,Drugs or Narcotics
6648232.318,1963846.039,Drugs or Narcotics
6642261.315,1959728.786,Drugs or Narcotics
6636235.734,1965751.675,Drugs or Narcotics
6625551.543,1962441.129,Drugs or Narcotics
6637508.500,1963241.498,Drugs or Narcotics
6635360.001,1963184.626,Drugs or Narcotics
6637493.430,1960843.061,Drugs or Narcotics
6636388.999,1962881.624,Drugs or Narcotics
6648261.123,1963923.745,Drugs or Narcotics
6633471.500,1960847.751,Drugs or Narcotics
6649354.048,1962593.912,Drugs or Narcotics
6622817.000,1966238.499,Drugs or Narcotics
6647756.125,1967717.066,Drugs or Narcotics
6635191.556,1965762.795,Drugs or Narcotics
6631063.508,1964524.343,Petty Theft
6636336.087,1963941.593,Petty Theft
6635238.501,1964084.625,Petty Theft
6629646.807,1963429.371,Petty Theft
6647045.773,1961636.536,Petty Theft
6639800.975,1962211.622,Petty Theft
6627366.476,1962737.819,Petty Theft
6637705.630,1966421.893,Petty Theft
6637628.023,1959894.746,Petty Theft
6630403.495,1960882.835,Petty Theft
6640558.421,1958723.413,Petty Theft
6636109.217,1963493.297,Petty Theft
6631297.856,1960980.839,Petty Theft
6634422.267,1959567.016,Petty Theft
6622422.614,1961722.862,Petty Theft
6634617.871,1965998.027,Petty Theft
6629934.805,1960899.478,Petty Theft
6641442.448,1962798.475,Petty Theft
6621912.501,1960993.250,Petty Theft
6634022.501,1959871.375,Petty Theft
6631320.155,1962167.418,Petty Theft
6626658.882,1964662.132,Petty Theft
6635557.840,1960691.553,Petty Theft
6621008.555,1962867.692,Petty Theft
6630950.183,1961119.855,Petty Theft
6629217.449,1965915.020,Petty Theft
6630165.999,1965811.745,Petty Theft
6642421.906,1966093.074,Petty Theft
6626307.690,1963505.104,Petty Theft
6632487.606,1964807.093,Petty Theft
6630691.637,1961846.462,Petty Theft
6633506.440,1962958.080,Petty Theft
6631987.530,1962662.545,Petty Theft
6643444.397,1960153.985,Petty Theft
6635220.087,1965476.016,Petty Theft
6634846.388,1959382.231,Petty Theft
6628522.056,1966189.708,Petty Theft
6631704.518,1960877.523,Petty Theft
6636923.000,1961810.626,Petty Theft
6635035.219,1964768.703,Petty Theft
6620822.488,1963198.053,Petty Theft
6630206.152,1960889.843,Petty Theft
6624917.598,1961221.819,Petty Theft
6632796.386,1964362.036,Petty Theft
6621532.001,1965471.042,Petty Theft
6635239.070,1959180.688,Petty Theft
6632796.386,1964362.036,Petty Theft
6636888.497,1960631.199,Petty Theft
6632837.326,1960863.632,Petty Theft
6633143.659,1963068.176,Petty Theft
6641205.484,1963823.192,Petty Theft
6638658.945,1963914.572,Petty Theft
6629788.449,1961383.286,Petty Theft
6640440.990,1961122.760,Petty Theft
6649382.776,1962667.180,Petty Theft
6636481.842,1960902.770,Petty Theft
6623994.734,1963351.760,Petty Theft
6625663.000,1964178.374,Petty Theft
6642336.451,1961694.181,Petty Theft
6635491.730,1959695.796,Petty Theft
6638399.089,1965657.742,Petty Theft
6635061.179,1964825.448,Petty Theft
6630752.611,1967023.886,Petty Theft
6628724.000,1966957.710,Petty Theft
6640483.962,1969407.545,Petty Theft
6634748.380,1959635.616,Petty Theft
6635183.495,1959621.730,Petty Theft
6629431.676,1966613.593,Petty Theft
6629877.247,1960901.522,Petty Theft
6638086.336,1966613.466,Petty Theft
6637501.656,1966312.764,Petty Theft
6640706.537,1958853.137,Petty Theft
6632796.386,1964362.036,Petty Theft
6624927.524,1964440.020,Petty Theft
6635391.306,1959866.669,Petty Theft
6630746.067,1965848.620,Petty Theft
6636297.986,1965116.838,Petty Theft
6621932.925,1961081.332,Petty Theft
6648329.051,1965413.909,Petty Theft
6624488.246,1963206.422,Petty Theft
6634872.076,1960569.394,Petty Theft
6630923.449,1961840.868,Petty Theft
6649279.026,1961835.827,Petty Theft
6629575.147,1963656.159,Petty Theft
6625570.094,1965642.155,Petty Theft
6640074.476,1969611.404,Petty Theft
6635044.726,1959766.136,Petty Theft
6634310.606,1961629.803,Petty Theft
6634773.893,1962601.784,Petty Theft
6629877.247,1960901.522,Petty Theft
6635366.541,1960152.295,Petty Theft
6634872.076,1960569.394,Petty Theft
6636628.342,1961588.541,Petty Theft
6631191.254,1966129.959,Petty Theft
6634617.018,1966318.515,Petty Theft
6636714.054,1959151.685,Petty Theft
6636970.748,1959322.007,Petty Theft
6632755.412,1962043.998,Petty Theft
6635048.225,1963127.710,Petty Theft
6642847.792,1964022.675,Petty Theft
6634872.076,1960569.394,Petty Theft
6629172.384,1966184.354,Petty Theft
6636970.748,1959322.007,Petty Theft
6629749.141,1965049.723,Petty Theft
6646094.099,1963978.180,Petty Theft
6628762.599,1966854.585,Petty Theft
6628477.537,1965351.971,Petty Theft
6630717.001,1963659.517,Petty Theft
6628782.416,1965126.959,Petty Theft
6627494.418,1961658.997,Petty Theft
6630206.152,1960889.843,Petty Theft
6622474.377,1963107.724,Petty Theft
6630067.821,1962111.648,Petty Theft
6631098.695,1964523.988,Petty Theft
6638405.298,1965895.654,Petty Theft
6630191.771,1966641.131,Petty Theft
6632796.386,1964362.036,Petty Theft
6638919.834,1963445.356,Petty Theft
6633726.062,1964424.517,Petty Theft
6637203.178,1960694.614,Petty Theft
6632092.431,1966445.433,Petty Theft
6632397.720,1962078.142,Petty Theft
6625159.544,1965711.695,Petty Theft
6622789.589,1966038.684,Petty Theft
6635891.526,1964426.223,Petty Theft
6631975.457,1963602.014,Petty Theft
6635048.225,1963127.710,Petty Theft
6630676.453,1963955.515,Petty Theft
6625591.319,1963511.908,Petty Theft
6638198.161,1957883.246,Petty Theft
6629245.583,1965299.465,Petty Theft
6628650.589,1961611.429,Petty Theft
6635059.499,1964752.624,Petty Theft
6649082.087,1960798.672,Petty Theft
6629774.974,1961118.609,Petty Theft
6641734.852,1962832.528,Petty Theft
6629297.552,1965061.358,Petty Theft
6639808.720,1957896.150,Petty Theft
6648689.969,1959311.025,Petty Theft
6640558.421,1958723.413,Petty Theft
6634422.267,1959567.016,Petty Theft
6640558.421,1958723.413,Petty Theft
6644425.547,1966082.336,Petty Theft
6636649.444,1961492.455,Petty Theft
6636630.970,1960446.877,Petty Theft
6636268.647,1965422.195,Petty Theft
6631378.976,1965819.255,Petty Theft
6636855.371,1964872.787,Petty Theft
6648322.768,1962546.824,Petty Theft
6621932.925,1961081.332,Petty Theft
6643287.999,1967061.374,Petty Theft
6622829.488,1966003.975,Petty Theft
6639148.811,1967423.178,Petty Theft
6645103.977,1964378.035,Petty Theft
6629456.675,1964775.915,Petty Theft
6646580.987,1961588.636,Petty Theft
6626678.260,1966162.647,Petty Theft
6644095.402,1963848.139,Petty Theft
6644729.975,1960070.615,Petty Theft
6636093.659,1960962.155,Petty Theft
6634989.499,1960091.749,Petty Theft
6636322.897,1960091.408,Petty Theft
6636160.952,1963293.222,Petty Theft
6622786.207,1961715.072,Petty Theft
6648232.318,1963846.039,Petty Theft
6637628.023,1959894.746,Petty Theft
6635688.096,1959827.861,Petty Theft
6634760.446,1962635.595,Petty Theft
6632118.763,1967288.320,Petty Theft
6626727.136,1961351.695,Petty Theft
6638657.450,1962761.715,Petty Theft
6625159.544,1965711.695,Petty Theft
6626710.960,1966629.847,Petty Theft
6623019.438,1966212.921,Petty Theft
6636141.000,1960844.501,Petty Theft
6648319.904,1958459.016,Petty Theft
6642619.162,1960060.066,Petty Theft
6629562.620,1963656.178,Petty Theft
6637279.314,1961607.413,Petty Theft
6635391.306,1959866.669,Petty Theft
6638128.492,1963453.992,Petty Theft
6634895.001,1960560.002,Petty Theft
6630123.926,1960892.763,Petty Theft
6636014.799,1965799.544,Petty Theft
6629444.799,1966575.806,Petty Theft
6625496.288,1964363.878,Petty Theft
6624366.072,1962614.475,Petty Theft
6635662.534,1959943.732,Petty Theft
6636317.838,1959935.430,Petty Theft
6624505.501,1963261.627,Petty Theft
6637705.630,1966421.893,Petty Theft
6630165.999,1965811.745,Petty Theft
6648312.630,1965450.383,Petty Theft
6644224.921,1964892.362,Petty Theft
6644224.921,1964892.362,Petty Theft
6641328.313,1960120.282,Petty Theft
6636415.125,1959893.643,Petty Theft
6629561.990,1961611.951,Petty Theft
6639879.639,1958523.150,Petty Theft
6643190.837,1959774.049,Petty Theft
6631222.806,1964207.553,Petty Theft
6624509.388,1962056.575,Petty Theft
6635367.038,1964896.901,Petty Theft
6635164.398,1963114.212,Petty Theft
6638641.314,1964706.057,Petty Theft
6625915.121,1964157.405,Petty Theft
6643356.743,1966354.523,Petty Theft
6634691.076,1960041.443,Petty Theft
6648232.318,1963846.039,Petty Theft
6640476.144,1958528.133,Petty Theft
6637705.630,1966421.893,Petty Theft
6641567.974,1967639.094,Petty Theft
6649043.999,1959084.374,Petty Theft
6641109.942,1967218.140,Petty Theft
6636322.897,1960091.408,Petty Theft
6638885.218,1966435.039,Petty Theft
6636855.371,1964872.787,Petty Theft
6631010.146,1965476.636,Petty Theft
6639127.507,1962960.032,Petty Theft
6639127.507,1962960.032,Petty Theft
6636855.371,1964872.787,Petty Theft
6636322.078,1959917.057,Petty Theft
6641252.948,1962810.309,Petty Theft
6630752.611,1967023.886,Petty Theft
6637705.630,1966421.893,Petty Theft
6649041.238,1962367.832,Petty Theft
6623402.963,1963713.588,Petty Theft
6636320.777,1960100.595,Petty Theft
6636322.897,1960091.408,Petty Theft
6636970.748,1959322.007,Petty Theft
6640617.767,1967202.935,Petty Theft
6637705.630,1966421.893,Petty Theft
6644632.248,1963928.271,Petty Theft
6648424.340,1961587.005,Petty Theft
6628013.999,1967606.500,Petty Theft
6626780.975,1966628.633,Petty Theft
6636311.479,1959962.990,Petty Theft
6637705.630,1966421.893,Petty Theft
6627702.215,1962440.430,Petty Theft
6642083.100,1964874.580,Petty Theft
6634201.969,1962616.033,Petty Theft
6639268.919,1961771.293,Petty Theft
6636019.021,1959966.807,Petty Theft
6630799.197,1966597.263,Petty Theft
6634532.621,1959476.016,Petty Theft
6630707.131,1962659.915,Petty Theft
6629161.085,1963154.415,Petty Theft
6629161.085,1963154.415,Petty Theft
6637484.741,1960697.739,Petty Theft
6625915.121,1964157.405,Petty Theft
6622422.614,1961722.862,Petty Theft
6648232.318,1963846.039,Petty Theft
6640904.995,1958224.108,Petty Theft
6631587.575,1960877.379,Petty Theft
6636970.748,1959322.007,Petty Theft
6627478.653,1966495.479,Petty Theft
6653121.498,1962254.002,Petty Theft
6649041.238,1962367.832,Petty Theft
6635491.730,1959695.796,Petty Theft
6649091.214,1964712.130,Petty Theft
6629788.449,1961383.286,Petty Theft
6636415.125,1959893.643,Petty Theft
6630752.611,1967023.886,Petty Theft
6636415.125,1959893.643,Petty Theft
6639223.985,1958559.847,Petty Theft
6639223.985,1958559.847,Petty Theft
6638919.834,1963445.356,Petty Theft
6632439.862,1968369.739,Petty Theft
6632898.053,1968539.435,Petty Theft
6649039.771,1962403.060,Petty Theft
6636630.970,1960446.877,Petty Theft
6635662.339,1960218.498,Petty Theft
6637215.839,1960640.703,Petty Theft
6639268.919,1961771.293,Petty Theft
6631788.312,1964397.361,Petty Theft
6633164.760,1967900.519,Petty Theft
6630746.067,1965848.620,Petty Theft
6635048.225,1963127.710,Petty Theft
6637705.630,1966421.893,Petty Theft
6629646.807,1963429.371,Petty Theft
6640800.190,1967733.606,Petty Theft
6648232.318,1963846.039,Petty Theft
6629788.449,1961383.286,Petty Theft
6629444.799,1966575.806,Petty Theft
6629046.978,1961444.645,Petty Theft
6630924.945,1966636.650,Petty Theft
6636970.748,1959322.007,Petty Theft
6635439.635,1962781.217,Petty Theft
6629593.922,1963966.005,Petty Theft
6621492.001,1965445.839,Petty Theft
6629444.799,1966575.806,Petty Theft
6639251.013,1969643.109,Petty Theft
6629788.449,1961383.286,Petty Theft
6637507.511,1962210.111,Petty Theft
6636415.125,1959893.643,Petty Theft
6637609.001,1961671.626,Petty Theft
6636970.748,1959322.007,Petty Theft
6639148.811,1967423.178,Petty Theft
6634801.323,1962350.478,Petty Theft
6644101.444,1967120.094,Petty Theft
6635202.237,1959251.438,Petty Theft
6629431.676,1966613.593,Petty Theft
6634338.593,1961711.044,Petty Theft
6636014.799,1965799.544,Petty Theft
6628650.589,1961611.429,Petty Theft
6637705.630,1966421.893,Petty Theft
6645543.906,1966392.389,Petty Theft
6636300.880,1960008.922,Petty Theft
6631879.664,1962040.084,Petty Theft
6629040.801,1961422.680,Petty Theft
6652044.697,1962781.591,Petty Theft
6625915.121,1964157.405,Petty Theft
6629431.676,1966613.593,Petty Theft
6635778.762,1959430.340,Petty Theft
6629774.068,1961011.197,Petty Theft
6644512.839,1965360.736,Petty Theft
6649279.552,1964657.754,Petty Theft
6636305.119,1959990.549,Petty Theft
6634801.323,1962350.478,Petty Theft
6644512.839,1965360.736,Petty Theft
6628522.056,1966189.708,Petty Theft
6634727.642,1962586.641,Petty Theft
6628622.107,1966188.884,Petty Theft
6637448.653,1959733.673,Petty Theft
6631630.289,1968383.728,Petty Theft
6636343.666,1960871.009,Petty Theft
6648424.340,1961587.005,Petty Theft
6628867.655,1963989.078,Petty Theft
6640180.646,1965713.529,Petty Theft
6632796.386,1964362.036,Petty Theft
